,Measurement,Year,Country,Proportion,fCountry
18853,Calories,1970,Netherlands,0.265531062,Netherlands
18854,Fat,1970,Netherlands,0.605504587,Netherlands
18855,Protein,1970,Netherlands,0.556634304,Netherlands
18856,Weight,1970,Netherlands,0.177646339,Netherlands
18857,Calories,1971,Netherlands,0.258370815,Netherlands
18858,Fat,1971,Netherlands,0.427787934,Netherlands
18859,Protein,1971,Netherlands,0.552631579,Netherlands
18860,Weight,1971,Netherlands,0.180859859,Netherlands
18861,Calories,1972,Netherlands,0.267918932,Netherlands
18862,Fat,1972,Netherlands,0.432675045,Netherlands
18863,Protein,1972,Netherlands,0.571428571,Netherlands
18864,Weight,1972,Netherlands,0.177304965,Netherlands
18865,Calories,1973,Netherlands,0.268843015,Netherlands
18866,Fat,1973,Netherlands,0.420677362,Netherlands
18867,Protein,1973,Netherlands,0.549848943,Netherlands
18868,Weight,1973,Netherlands,0.172372611,Netherlands
18869,Calories,1974,Netherlands,0.269435056,Netherlands
18870,Fat,1974,Netherlands,0.381918819,Netherlands
18871,Protein,1974,Netherlands,0.553191489,Netherlands
18872,Weight,1974,Netherlands,0.169641067,Netherlands
18873,Calories,1975,Netherlands,0.278004073,Netherlands
18874,Fat,1975,Netherlands,0.412765957,Netherlands
18875,Protein,1975,Netherlands,0.556603774,Netherlands
18876,Weight,1975,Netherlands,0.164151713,Netherlands
18877,Calories,1976,Netherlands,0.268879269,Netherlands
18878,Fat,1976,Netherlands,0.334552102,Netherlands
18879,Protein,1976,Netherlands,0.548192771,Netherlands
18880,Weight,1976,Netherlands,0.1671875,Netherlands
18881,Calories,1977,Netherlands,0.263773769,Netherlands
18882,Fat,1977,Netherlands,0.41219963,Netherlands
18883,Protein,1977,Netherlands,0.536585366,Netherlands
18884,Weight,1977,Netherlands,0.165317919,Netherlands
18885,Calories,1978,Netherlands,0.271864068,Netherlands
18886,Fat,1978,Netherlands,0.369114878,Netherlands
18887,Protein,1978,Netherlands,0.551401869,Netherlands
18888,Weight,1978,Netherlands,0.165357348,Netherlands
18889,Calories,1979,Netherlands,0.28111056,Netherlands
18890,Fat,1979,Netherlands,0.383104126,Netherlands
18891,Protein,1979,Netherlands,0.550898204,Netherlands
18892,Weight,1979,Netherlands,0.160059008,Netherlands
18893,Calories,1980,Netherlands,0.262443439,Netherlands
18894,Fat,1980,Netherlands,0.505836576,Netherlands
18895,Protein,1980,Netherlands,0.550161812,Netherlands
18896,Weight,1980,Netherlands,0.16963431,Netherlands
18897,Calories,1981,Netherlands,0.274702535,Netherlands
18898,Fat,1981,Netherlands,0.382352941,Netherlands
18899,Protein,1981,Netherlands,0.545741325,Netherlands
18900,Weight,1981,Netherlands,0.175701653,Netherlands
18901,Calories,1982,Netherlands,0.261491318,Netherlands
18902,Fat,1982,Netherlands,0.46875,Netherlands
18903,Protein,1982,Netherlands,0.532051282,Netherlands
18904,Weight,1982,Netherlands,0.162725225,Netherlands
18905,Calories,1983,Netherlands,0.269640142,Netherlands
18906,Fat,1983,Netherlands,0.462745098,Netherlands
18907,Protein,1983,Netherlands,0.542319749,Netherlands
18908,Weight,1983,Netherlands,0.167841494,Netherlands
18909,Calories,1984,Netherlands,0.283009212,Netherlands
18910,Fat,1984,Netherlands,0.50671785,Netherlands
18911,Protein,1984,Netherlands,0.549079755,Netherlands
18912,Weight,1984,Netherlands,0.174102905,Netherlands
18913,Calories,1985,Netherlands,0.274824473,Netherlands
18914,Fat,1985,Netherlands,0.296934866,Netherlands
18915,Protein,1985,Netherlands,0.541033435,Netherlands
18916,Weight,1985,Netherlands,0.168449198,Netherlands
18917,Calories,1986,Netherlands,0.263366337,Netherlands
18918,Fat,1986,Netherlands,0.276190476,Netherlands
18919,Protein,1986,Netherlands,0.52265861,Netherlands
18920,Weight,1986,Netherlands,0.164750958,Netherlands
18921,Calories,1987,Netherlands,0.254368932,Netherlands
18922,Fat,1987,Netherlands,0.313793103,Netherlands
18923,Protein,1987,Netherlands,0.518292683,Netherlands
18924,Weight,1987,Netherlands,0.16962306,Netherlands
18925,Calories,1988,Netherlands,0.230042513,Netherlands
18926,Fat,1988,Netherlands,0.322123894,Netherlands
18927,Protein,1988,Netherlands,0.473053892,Netherlands
18928,Weight,1988,Netherlands,0.15828877,Netherlands
18929,Calories,1989,Netherlands,0.240952381,Netherlands
18930,Fat,1989,Netherlands,0.523550725,Netherlands
18931,Protein,1989,Netherlands,0.49044586,Netherlands
18932,Weight,1989,Netherlands,0.164348925,Netherlands
18933,Calories,1990,Netherlands,0.24783204,Netherlands
18934,Fat,1990,Netherlands,0.302479339,Netherlands
18935,Protein,1990,Netherlands,0.449044586,Netherlands
18936,Weight,1990,Netherlands,0.167618408,Netherlands
18937,Calories,1991,Netherlands,0.261754069,Netherlands
18938,Fat,1991,Netherlands,0.319298246,Netherlands
18939,Protein,1991,Netherlands,0.473684211,Netherlands
18940,Weight,1991,Netherlands,0.164342127,Netherlands
18941,Calories,1992,Netherlands,0.243074173,Netherlands
18942,Fat,1992,Netherlands,0.324232082,Netherlands
18943,Protein,1992,Netherlands,0.44011976,Netherlands
18944,Weight,1992,Netherlands,0.15625966,Netherlands
18945,Calories,1993,Netherlands,0.247758377,Netherlands
18946,Fat,1993,Netherlands,0.297945205,Netherlands
18947,Protein,1993,Netherlands,0.430868167,Netherlands
18948,Weight,1993,Netherlands,0.165972945,Netherlands
18949,Calories,1994,Netherlands,0.231850117,Netherlands
18950,Fat,1994,Netherlands,0.493783304,Netherlands
18951,Protein,1994,Netherlands,0.472140762,Netherlands
18952,Weight,1994,Netherlands,0.159869214,Netherlands
18953,Calories,1995,Netherlands,0.254133207,Netherlands
18954,Fat,1995,Netherlands,0.427787934,Netherlands
18955,Protein,1995,Netherlands,0.513196481,Netherlands
18956,Weight,1995,Netherlands,0.15790384,Netherlands
18957,Calories,1996,Netherlands,0.249884952,Netherlands
18958,Fat,1996,Netherlands,0.262376238,Netherlands
18959,Protein,1996,Netherlands,0.505714286,Netherlands
18960,Weight,1996,Netherlands,0.154964539,Netherlands
18961,Calories,1997,Netherlands,0.250118427,Netherlands
18962,Fat,1997,Netherlands,0.431666667,Netherlands
18963,Protein,1997,Netherlands,0.519637462,Netherlands
18964,Weight,1997,Netherlands,0.191053966,Netherlands
18965,Calories,1998,Netherlands,0.24028436,Netherlands
18966,Fat,1998,Netherlands,0.285486443,Netherlands
18967,Protein,1998,Netherlands,0.520504732,Netherlands
18968,Weight,1998,Netherlands,0.19789357,Netherlands
18969,Calories,1999,Netherlands,0.214009662,Netherlands
18970,Fat,1999,Netherlands,0.434056761,Netherlands
18971,Protein,1999,Netherlands,0.46557377,Netherlands
18972,Weight,1999,Netherlands,0.170546737,Netherlands
18973,Calories,2000,Netherlands,0.211464355,Netherlands
18974,Fat,2000,Netherlands,0.473063973,Netherlands
18975,Protein,2000,Netherlands,0.441640379,Netherlands
18976,Weight,2000,Netherlands,0.177964647,Netherlands
18977,Calories,2001,Netherlands,0.22206235,Netherlands
18978,Fat,2001,Netherlands,0.340640809,Netherlands
18979,Protein,2001,Netherlands,0.466049383,Netherlands
18980,Weight,2001,Netherlands,0.157721035,Netherlands
18981,Calories,2002,Netherlands,0.217309501,Netherlands
18982,Fat,2002,Netherlands,0.285240464,Netherlands
18983,Protein,2002,Netherlands,0.46728972,Netherlands
18984,Weight,2002,Netherlands,0.166495375,Netherlands
18985,Calories,2003,Netherlands,0.260606061,Netherlands
18986,Fat,2003,Netherlands,0.360714286,Netherlands
18987,Protein,2003,Netherlands,0.524495677,Netherlands
18988,Weight,2003,Netherlands,0.157626821,Netherlands
18989,Calories,2004,Netherlands,0.258468677,Netherlands
18990,Fat,2004,Netherlands,0.321616872,Netherlands
18991,Protein,2004,Netherlands,0.514204545,Netherlands
18992,Weight,2004,Netherlands,0.14880137,Netherlands
18993,Calories,2005,Netherlands,0.25,Netherlands
18994,Fat,2005,Netherlands,0.226351351,Netherlands
18995,Protein,2005,Netherlands,0.510324484,Netherlands
18996,Weight,2005,Netherlands,0.149754213,Netherlands
18997,Calories,2006,Netherlands,0.247547875,Netherlands
18998,Fat,2006,Netherlands,0.305227656,Netherlands
18999,Protein,2006,Netherlands,0.513432836,Netherlands
19000,Weight,2006,Netherlands,0.137322726,Netherlands
19001,Calories,2007,Netherlands,0.255877034,Netherlands
19002,Fat,2007,Netherlands,0.329861111,Netherlands
19003,Protein,2007,Netherlands,0.504109589,Netherlands
19004,Weight,2007,Netherlands,0.151530109,Netherlands
19005,Calories,2008,Netherlands,0.251477945,Netherlands
19006,Fat,2008,Netherlands,0.266990291,Netherlands
19007,Protein,2008,Netherlands,0.515759312,Netherlands
19008,Weight,2008,Netherlands,0.159724613,Netherlands
19009,Calories,2009,Netherlands,0.257873117,Netherlands
19010,Fat,2009,Netherlands,0.245528455,Netherlands
19011,Protein,2009,Netherlands,0.538235294,Netherlands
19012,Weight,2009,Netherlands,0.165750753,Netherlands
19013,Calories,1961,New Caledonia,0.260292772,New Caledonia
19014,Fat,1961,New Caledonia,0.479217604,New Caledonia
19015,Protein,1961,New Caledonia,0.467455621,New Caledonia
19016,Weight,1961,New Caledonia,0.138359279,New Caledonia
19017,Calories,1962,New Caledonia,0.269688645,New Caledonia
19018,Fat,1962,New Caledonia,0.433707865,New Caledonia
19019,Protein,1962,New Caledonia,0.480938416,New Caledonia
19020,Weight,1962,New Caledonia,0.143507973,New Caledonia
19021,Calories,1963,New Caledonia,0.238095238,New Caledonia
19022,Fat,1963,New Caledonia,0.478908189,New Caledonia
19023,Protein,1963,New Caledonia,0.440366972,New Caledonia
19024,Weight,1963,New Caledonia,0.131481481,New Caledonia
19025,Calories,1964,New Caledonia,0.235294118,New Caledonia
19026,Fat,1964,New Caledonia,0.475294118,New Caledonia
19027,Protein,1964,New Caledonia,0.430722892,New Caledonia
19028,Weight,1964,New Caledonia,0.126196384,New Caledonia
19029,Calories,1965,New Caledonia,0.25802139,New Caledonia
19030,Fat,1965,New Caledonia,0.437352246,New Caledonia
19031,Protein,1965,New Caledonia,0.463068182,New Caledonia
19032,Weight,1965,New Caledonia,0.135112454,New Caledonia
19033,Calories,1966,New Caledonia,0.270506108,New Caledonia
19034,Fat,1966,New Caledonia,0.446759259,New Caledonia
19035,Protein,1966,New Caledonia,0.483425414,New Caledonia
19036,Weight,1966,New Caledonia,0.145117845,New Caledonia
19037,Calories,1967,New Caledonia,0.270696452,New Caledonia
19038,Fat,1967,New Caledonia,0.510775862,New Caledonia
19039,Protein,1967,New Caledonia,0.498583569,New Caledonia
19040,Weight,1967,New Caledonia,0.153037591,New Caledonia
19041,Calories,1968,New Caledonia,0.294505495,New Caledonia
19042,Fat,1968,New Caledonia,0.429213483,New Caledonia
19043,Protein,1968,New Caledonia,0.526462396,New Caledonia
19044,Weight,1968,New Caledonia,0.159316239,New Caledonia
19045,Calories,1969,New Caledonia,0.27024686,New Caledonia
19046,Fat,1969,New Caledonia,0.385204082,New Caledonia
19047,Protein,1969,New Caledonia,0.478142077,New Caledonia
19048,Weight,1969,New Caledonia,0.149836009,New Caledonia
19049,Calories,1970,New Caledonia,0.271646859,New Caledonia
19050,Fat,1970,New Caledonia,0.438692098,New Caledonia
19051,Protein,1970,New Caledonia,0.472440945,New Caledonia
19052,Weight,1970,New Caledonia,0.167883212,New Caledonia
19053,Calories,1971,New Caledonia,0.251211632,New Caledonia
19054,Fat,1971,New Caledonia,0.539473684,New Caledonia
19055,Protein,1971,New Caledonia,0.466307278,New Caledonia
19056,Weight,1971,New Caledonia,0.166284579,New Caledonia
19057,Calories,1972,New Caledonia,0.27385537,New Caledonia
19058,Fat,1972,New Caledonia,0.549429658,New Caledonia
19059,Protein,1972,New Caledonia,0.487671233,New Caledonia
19060,Weight,1972,New Caledonia,0.156579873,New Caledonia
19061,Calories,1973,New Caledonia,0.284625159,New Caledonia
19062,Fat,1973,New Caledonia,0.525911708,New Caledonia
19063,Protein,1973,New Caledonia,0.505405405,New Caledonia
19064,Weight,1973,New Caledonia,0.167023937,New Caledonia
19065,Calories,1974,New Caledonia,0.27524144,New Caledonia
19066,Fat,1974,New Caledonia,0.483263598,New Caledonia
19067,Protein,1974,New Caledonia,0.487394958,New Caledonia
19068,Weight,1974,New Caledonia,0.161153206,New Caledonia
19069,Calories,1975,New Caledonia,0.283489097,New Caledonia
19070,Fat,1975,New Caledonia,0.494600432,New Caledonia
19071,Protein,1975,New Caledonia,0.508522727,New Caledonia
19072,Weight,1975,New Caledonia,0.172306496,New Caledonia
19073,Calories,1976,New Caledonia,0.297968397,New Caledonia
19074,Fat,1976,New Caledonia,0.483296214,New Caledonia
19075,Protein,1976,New Caledonia,0.525423729,New Caledonia
19076,Weight,1976,New Caledonia,0.18695209,New Caledonia
19077,Calories,1977,New Caledonia,0.272274989,New Caledonia
19078,Fat,1977,New Caledonia,0.52360515,New Caledonia
19079,Protein,1977,New Caledonia,0.501492537,New Caledonia
19080,Weight,1977,New Caledonia,0.171375921,New Caledonia
19081,Calories,1978,New Caledonia,0.283197832,New Caledonia
19082,Fat,1978,New Caledonia,0.539647577,New Caledonia
19083,Protein,1978,New Caledonia,0.516129032,New Caledonia
19084,Weight,1978,New Caledonia,0.184027044,New Caledonia
19085,Calories,1979,New Caledonia,0.282618718,New Caledonia
19086,Fat,1979,New Caledonia,0.545657016,New Caledonia
19087,Protein,1979,New Caledonia,0.526153846,New Caledonia
19088,Weight,1979,New Caledonia,0.180735701,New Caledonia
19089,Calories,1980,New Caledonia,0.279418446,New Caledonia
19090,Fat,1980,New Caledonia,0.557446809,New Caledonia
19091,Protein,1980,New Caledonia,0.504398827,New Caledonia
19092,Weight,1980,New Caledonia,0.168944345,New Caledonia
19093,Calories,1981,New Caledonia,0.29589429,New Caledonia
19094,Fat,1981,New Caledonia,0.476495726,New Caledonia
19095,Protein,1981,New Caledonia,0.530487805,New Caledonia
19096,Weight,1981,New Caledonia,0.185501066,New Caledonia
19097,Calories,1982,New Caledonia,0.287795993,New Caledonia
19098,Fat,1982,New Caledonia,0.510679612,New Caledonia
19099,Protein,1982,New Caledonia,0.522123894,New Caledonia
19100,Weight,1982,New Caledonia,0.180304276,New Caledonia
19101,Calories,1983,New Caledonia,0.281553398,New Caledonia
19102,Fat,1983,New Caledonia,0.476284585,New Caledonia
19103,Protein,1983,New Caledonia,0.52293578,New Caledonia
19104,Weight,1983,New Caledonia,0.173993426,New Caledonia
19105,Calories,1984,New Caledonia,0.314979001,New Caledonia
19106,Fat,1984,New Caledonia,0.51979346,New Caledonia
19107,Protein,1984,New Caledonia,0.554252199,New Caledonia
19108,Weight,1984,New Caledonia,0.20172043,New Caledonia
19109,Calories,1985,New Caledonia,0.29948526,New Caledonia
19110,Fat,1985,New Caledonia,0.423459245,New Caledonia
19111,Protein,1985,New Caledonia,0.504225352,New Caledonia
19112,Weight,1985,New Caledonia,0.19431694,New Caledonia
19113,Calories,1986,New Caledonia,0.297074954,New Caledonia
19114,Fat,1986,New Caledonia,0.49273021,New Caledonia
19115,Protein,1986,New Caledonia,0.538922156,New Caledonia
19116,Weight,1986,New Caledonia,0.198372553,New Caledonia
19117,Calories,1987,New Caledonia,0.316733961,New Caledonia
19118,Fat,1987,New Caledonia,0.471854305,New Caledonia
19119,Protein,1987,New Caledonia,0.569767442,New Caledonia
19120,Weight,1987,New Caledonia,0.210345568,New Caledonia
19121,Calories,1988,New Caledonia,0.317379182,New Caledonia
19122,Fat,1988,New Caledonia,0.18359375,New Caledonia
19123,Protein,1988,New Caledonia,0.545977011,New Caledonia
19124,Weight,1988,New Caledonia,0.203958692,New Caledonia
19125,Calories,1989,New Caledonia,0.311729804,New Caledonia
19126,Fat,1989,New Caledonia,0.17562724,New Caledonia
19127,Protein,1989,New Caledonia,0.530898876,New Caledonia
19128,Weight,1989,New Caledonia,0.195177246,New Caledonia
19129,Calories,1990,New Caledonia,0.300281955,New Caledonia
19130,Fat,1990,New Caledonia,0.2,New Caledonia
19131,Protein,1990,New Caledonia,0.542424242,New Caledonia
19132,Weight,1990,New Caledonia,0.201042611,New Caledonia
19133,Calories,1991,New Caledonia,0.299545455,New Caledonia
19134,Fat,1991,New Caledonia,0.209459459,New Caledonia
19135,Protein,1991,New Caledonia,0.545180723,New Caledonia
19136,Weight,1991,New Caledonia,0.210805819,New Caledonia
19137,Calories,1992,New Caledonia,0.291319274,New Caledonia
19138,Fat,1992,New Caledonia,0.243190661,New Caledonia
19139,Protein,1992,New Caledonia,0.518867925,New Caledonia
19140,Weight,1992,New Caledonia,0.192110177,New Caledonia
19141,Calories,1993,New Caledonia,0.304872166,New Caledonia
19142,Fat,1993,New Caledonia,0.25,New Caledonia
19143,Protein,1993,New Caledonia,0.53894081,New Caledonia
19144,Weight,1993,New Caledonia,0.20045819,New Caledonia
19145,Calories,1994,New Caledonia,0.306718598,New Caledonia
19146,Fat,1994,New Caledonia,0.26987061,New Caledonia
19147,Protein,1994,New Caledonia,0.525835866,New Caledonia
19148,Weight,1994,New Caledonia,0.206063477,New Caledonia
19149,Calories,1995,New Caledonia,0.284940945,New Caledonia
19150,Fat,1995,New Caledonia,0.297345133,New Caledonia
19151,Protein,1995,New Caledonia,0.509615385,New Caledonia
19152,Weight,1995,New Caledonia,0.186290511,New Caledonia
19153,Calories,1996,New Caledonia,0.331452027,New Caledonia
19154,Fat,1996,New Caledonia,0.301444043,New Caledonia
19155,Protein,1996,New Caledonia,0.568181818,New Caledonia
19156,Weight,1996,New Caledonia,0.21520213,New Caledonia
19157,Calories,1997,New Caledonia,0.321462945,New Caledonia
19158,Fat,1997,New Caledonia,0.291158537,New Caledonia
19159,Protein,1997,New Caledonia,0.545454545,New Caledonia
19160,Weight,1997,New Caledonia,0.200091366,New Caledonia
19161,Calories,1998,New Caledonia,0.3047294,New Caledonia
19162,Fat,1998,New Caledonia,0.314009662,New Caledonia
19163,Protein,1998,New Caledonia,0.519877676,New Caledonia
19164,Weight,1998,New Caledonia,0.181015453,New Caledonia
19165,Calories,1999,New Caledonia,0.3521611,New Caledonia
19166,Fat,1999,New Caledonia,0.303292894,New Caledonia
19167,Protein,1999,New Caledonia,0.566091954,New Caledonia
19168,Weight,1999,New Caledonia,0.232490975,New Caledonia
19169,Calories,2000,New Caledonia,0.360854784,New Caledonia
19170,Fat,2000,New Caledonia,0.316558442,New Caledonia
19171,Protein,2000,New Caledonia,0.605341246,New Caledonia
19172,Weight,2000,New Caledonia,0.247586036,New Caledonia
19173,Calories,2001,New Caledonia,0.341802493,New Caledonia
19174,Fat,2001,New Caledonia,0.303797468,New Caledonia
19175,Protein,2001,New Caledonia,0.557142857,New Caledonia
19176,Weight,2001,New Caledonia,0.215355805,New Caledonia
19177,Calories,2002,New Caledonia,0.334454589,New Caledonia
19178,Fat,2002,New Caledonia,0.287630402,New Caledonia
19179,Protein,2002,New Caledonia,0.574850299,New Caledonia
19180,Weight,2002,New Caledonia,0.213552851,New Caledonia
19181,Calories,2003,New Caledonia,0.342399223,New Caledonia
19182,Fat,2003,New Caledonia,0.286821705,New Caledonia
19183,Protein,2003,New Caledonia,0.56379822,New Caledonia
19184,Weight,2003,New Caledonia,0.203213397,New Caledonia
19185,Calories,2004,New Caledonia,0.335140463,New Caledonia
19186,Fat,2004,New Caledonia,0.312217195,New Caledonia
19187,Protein,2004,New Caledonia,0.576323988,New Caledonia
19188,Weight,2004,New Caledonia,0.195,New Caledonia
19189,Calories,2005,New Caledonia,0.325230919,New Caledonia
19190,Fat,2005,New Caledonia,0.344,New Caledonia
19191,Protein,2005,New Caledonia,0.558823529,New Caledonia
19192,Weight,2005,New Caledonia,0.193334855,New Caledonia
19193,Calories,2006,New Caledonia,0.331728455,New Caledonia
19194,Fat,2006,New Caledonia,0.307573416,New Caledonia
19195,Protein,2006,New Caledonia,0.570149254,New Caledonia
19196,Weight,2006,New Caledonia,0.194150731,New Caledonia
19197,Calories,2007,New Caledonia,0.336599706,New Caledonia
19198,Fat,2007,New Caledonia,0.313504823,New Caledonia
19199,Protein,2007,New Caledonia,0.571856287,New Caledonia
19200,Weight,2007,New Caledonia,0.192472391,New Caledonia
19201,Calories,2008,New Caledonia,0.340373281,New Caledonia
19202,Fat,2008,New Caledonia,0.330494037,New Caledonia
19203,Protein,2008,New Caledonia,0.560371517,New Caledonia
19204,Weight,2008,New Caledonia,0.197076958,New Caledonia
19205,Calories,2009,New Caledonia,0.334309419,New Caledonia
19206,Fat,2009,New Caledonia,0.312195122,New Caledonia
19207,Protein,2009,New Caledonia,0.546268657,New Caledonia
19208,Weight,2009,New Caledonia,0.18709398,New Caledonia
19209,Calories,1961,New Zealand,0.401183432,New Zealand
19210,Fat,1961,New Zealand,0.227272727,New Zealand
19211,Protein,1961,New Zealand,0.591176471,New Zealand
19212,Weight,1961,New Zealand,0.216529623,New Zealand
19213,Calories,1962,New Zealand,0.398203593,New Zealand
19214,Fat,1962,New Zealand,0.21978022,New Zealand
19215,Protein,1962,New Zealand,0.609907121,New Zealand
19216,Weight,1962,New Zealand,0.221733668,New Zealand
19217,Calories,1963,New Zealand,0.393831554,New Zealand
19218,Fat,1963,New Zealand,0.210526316,New Zealand
19219,Protein,1963,New Zealand,0.581120944,New Zealand
